,feature,score
706,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0|CLCT",0.0
705,"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8|V_10m",0.0
704,"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8|V_100m",0.0
703,"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8|U_10m",0.0
702,"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8|U_100m",0.0
701,"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8|T",0.0
700,"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8|CLCT",0.0
699,"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6|V_10m",0.0
698,"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6|V_100m",0.0
697,"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6|U_10m",0.0
707,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0|T",0.0
748,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2|CLCT",0.0
721,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2|U_10m",0.0
723,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2|V_10m",0.0
746,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0|V_100m",0.0
744,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0|U_100m",0.0
743,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0|T",0.0
742,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0|CLCT",0.0
741,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4|V_10m",0.0
740,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4|V_100m",0.0
739,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4|U_10m",0.0
738,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4|U_100m",0.0
737,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4|T",0.0
736,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4|CLCT",0.0
722,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2|V_100m",0.0
735,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2|V_10m",0.0
733,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2|U_10m",0.0
732,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2|U_100m",0.0
731,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2|T",0.0
730,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2|CLCT",0.0
729,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0|V_10m",0.0
728,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0|V_100m",0.0
727,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0|U_10m",0.0
726,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0|U_100m",0.0
725,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0|T",0.0
724,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0|CLCT",0.0
734,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2|V_100m",0.0
807,value__cid_ce__normalize_True|V_10m,0.0
719,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2|T",0.0
809,value__count_above__t_0|U_10m,0.0
869,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_20|V_100m",0.0
868,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_20|U_10m",0.0
867,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_20|U_100m",0.0
866,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_20|T",0.0
865,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_20|CLCT",0.0
863,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_2|V_100m",0.0
862,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_2|U_10m",0.0
861,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_2|U_100m",0.0
859,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_2|CLCT",0.0
858,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_10|V_10m",0.0
870,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_20|V_10m",0.0
857,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_10|V_100m",0.0
855,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_10|U_100m",0.0
854,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_10|T",0.0
853,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_10|CLCT",0.0
852,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5|V_10m",0.0
851,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5|V_100m",0.0
850,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5|U_10m",0.0
849,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5|U_100m",0.0
848,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5|T",0.0
847,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5|CLCT",0.0
846,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20|V_10m",0.0
856,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_10|U_10m",0.0
845,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20|V_100m",0.0
871,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_5|CLCT",0.0
873,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_5|U_100m",0.0
808,value__count_above__t_0|U_100m,0.0
898,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_5|U_10m",0.0
896,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_5|T",0.0
895,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_5|CLCT",0.0
894,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_20|V_10m",0.0
893,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_20|V_100m",0.0
892,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_20|U_10m",0.0
891,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_20|U_100m",0.0
890,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_20|T",0.0
889,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_20|CLCT",0.0
872,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_5|T",0.0
885,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_2|U_100m",0.0
883,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_2|CLCT",0.0
882,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_10|V_10m",0.0
881,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_10|V_100m",0.0
880,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_10|U_10m",0.0
879,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_10|U_100m",0.0
878,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_10|T",0.0
877,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_10|CLCT",0.0
876,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_5|V_10m",0.0
875,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_5|V_100m",0.0
874,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_5|U_10m",0.0
884,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_2|T",0.0
844,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20|U_10m",0.0
2193,value__variance_larger_than_standard_deviation|V_10m,0.0
820,value__count_below__t_0|U_10m,0.0
832,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10|U_10m",0.0
831,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10|U_100m",0.0
813,value__count_above_mean|T,0.0
829,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10|CLCT",0.0
814,value__count_above_mean|U_100m,0.0
828,value__count_below_mean|V_10m,0.0
815,value__count_above_mean|U_10m,0.0
827,value__count_below_mean|V_100m,0.0
816,value__count_above_mean|V_100m,0.0
817,value__count_above_mean|V_10m,0.0
818,value__count_below__t_0|CLCT,0.0
826,value__count_below_mean|U_10m,0.0
825,value__count_below_mean|U_100m,0.0
824,value__count_below_mean|T,0.0
823,value__count_below_mean|CLCT,0.0
822,value__count_below__t_0|V_10m,0.0
821,value__count_below__t_0|V_100m,0.0
842,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20|T",0.0
812,value__count_above_mean|CLCT,0.0
830,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10|T",0.0
819,value__count_below__t_0|U_100m,0.0
841,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20|CLCT",0.0
833,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10|V_100m",0.0
834,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10|V_10m",0.0
810,value__count_above__t_0|V_100m,0.0
840,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2|V_10m",0.0
839,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2|V_100m",0.0
837,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2|U_100m",0.0
835,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2|CLCT",0.0
836,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2|T",0.0
811,value__count_above__t_0|V_10m,0.0
771,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0|V_10m",1.1230211713118479
1171,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_9__w_2|CLCT",7.763494182843715
233,"value__agg_linear_trend__f_agg_""var""__chunk_len_10__attr_""intercept""|T",7.78790768655017
315,value__ar_coefficient__k_10__coeff_1|V_10m,11.620827770442702
10,V_100m_last_week,15.50257486186456
646,"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4|CLCT",38.18271981703583
472,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0|CLCT",47.94812130462378
1498,"value__fft_coefficient__coeff_9__attr_""abs""|T",51.12187678820919
1494,"value__fft_coefficient__coeff_8__attr_""real""|U_10m",58.89757772278972
3,Wind Direction 10m,66.60003814625088
172,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""rvalue""|CLCT",72.28838451264892
246,"value__agg_linear_trend__f_agg_""var""__chunk_len_10__attr_""slope""|U_100m",73.17947739851661
1256,"value__fft_aggregated__aggtype_""kurtosis""|U_100m",74.92504291445948
5,T_last_month,84.65382414648775
1502,"value__fft_coefficient__coeff_9__attr_""abs""|V_10m",88.15716193022672
365,value__autocorrelation__lag_2|T,103.6231165365316
1223,value__energy_ratio_by_chunks__num_segments_10__segment_focus_5|V_100m,104.24566088116262
224,"value__agg_linear_trend__f_agg_""min""__chunk_len_5__attr_""slope""|V_100m",104.29448788857553
422,value__c3__lag_1|V_100m,108.05416746146511
1353,"value__fft_coefficient__coeff_3__attr_""abs""|CLCT",110.64199885562994
344,"value__augmented_dickey_fuller__autolag_""AIC""__attr_""teststat""|V_100m",125.21686057606712
614,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8|V_100m",129.3183292009635
1274,"value__fft_coefficient__coeff_0__attr_""abs""|U_10m",139.42551974067464
503,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2|T",174.21476254053414
252,"value__agg_linear_trend__f_agg_""var""__chunk_len_5__attr_""intercept""|U_100m",174.8739271410741
79,value__abs_energy|U_10m,177.74251382797956
77,value__abs_energy|T,177.74251382797956
76,value__abs_energy|CLCT,177.74251382797956
75,V_10m_Distance_Min,177.74251382797956
74,V_10m_Distance_Max,177.74251382797956
73,U_10m_Distance_Min,177.74251382797956
72,U_10m_Distance_Max,177.74251382797956
71,V_100m_Distance_Min,177.74251382797956
70,V_100m_Distance_Max,177.74251382797956
69,U_100m_Distance_Min,177.74251382797956
95,"value__agg_autocorrelation__f_agg_""median""__maxlag_40|T",177.74251382797956
68,U_100m_Distance_Max,177.74251382797956
67,CLCT_Distance_Min,177.74251382797956
66,CLCT_Distance_Max,177.74251382797956
65,T_Distance_Min,177.74251382797956
109,"value__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""intercept""|U_10m",177.74251382797956
64,T_Distance_Max,177.74251382797956
63,sin_dayofweek,177.74251382797956
62,cos_dayofweek,177.74251382797956
61,sin_dayofyear,177.74251382797956
81,value__abs_energy|V_10m,177.74251382797956
82,value__absolute_sum_of_changes|CLCT,177.74251382797956
84,value__absolute_sum_of_changes|U_100m,177.74251382797956
96,"value__agg_autocorrelation__f_agg_""median""__maxlag_40|U_100m",177.74251382797956
94,"value__agg_autocorrelation__f_agg_""median""__maxlag_40|CLCT",177.74251382797956
97,"value__agg_autocorrelation__f_agg_""median""__maxlag_40|U_10m",177.74251382797956
98,"value__agg_autocorrelation__f_agg_""median""__maxlag_40|V_100m",177.74251382797956
99,"value__agg_autocorrelation__f_agg_""median""__maxlag_40|V_10m",177.74251382797956
100,"value__agg_autocorrelation__f_agg_""var""__maxlag_40|CLCT",177.74251382797956
102,"value__agg_autocorrelation__f_agg_""var""__maxlag_40|U_100m",177.74251382797956
93,"value__agg_autocorrelation__f_agg_""mean""__maxlag_40|V_10m",177.74251382797956
92,"value__agg_autocorrelation__f_agg_""mean""__maxlag_40|V_100m",177.74251382797956
91,"value__agg_autocorrelation__f_agg_""mean""__maxlag_40|U_10m",177.74251382797956
83,value__absolute_sum_of_changes|T,177.74251382797956
90,"value__agg_autocorrelation__f_agg_""mean""__maxlag_40|U_100m",177.74251382797956
89,"value__agg_autocorrelation__f_agg_""mean""__maxlag_40|T",177.74251382797956
104,"value__agg_autocorrelation__f_agg_""var""__maxlag_40|V_100m",177.74251382797956
105,"value__agg_autocorrelation__f_agg_""var""__maxlag_40|V_10m",177.74251382797956
106,"value__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""intercept""|CLCT",177.74251382797956
107,"value__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""intercept""|T",177.74251382797956
87,value__absolute_sum_of_changes|V_10m,177.74251382797956
108,"value__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""intercept""|U_100m",177.74251382797956
86,value__absolute_sum_of_changes|V_100m,177.74251382797956
85,value__absolute_sum_of_changes|U_10m,177.74251382797956
103,"value__agg_autocorrelation__f_agg_""var""__maxlag_40|U_10m",177.74251382797956
60,cos_dayofyear,177.74251382797956
34,U_10m_Month_Variance,177.74251382797956
58,cos_minute,177.74251382797956
32,U_100m_Month_Variance,177.74251382797956
31,CLCT_Month_Variance,177.74251382797956
30,T_Month_Variance,177.74251382797956
29,V_10m_Month_Median,177.74251382797956
28,U_10m_Month_Median,177.74251382797956
27,V_100m_Month_Median,177.74251382797956
26,U_100m_Month_Median,177.74251382797956
25,CLCT_Month_Median,177.74251382797956
24,T_Month_Median,177.74251382797956
23,V_10m_Month_Mean,177.74251382797956
22,U_10m_Month_Mean,177.74251382797956
21,V_100m_Month_Mean,177.74251382797956
20,U_100m_Month_Mean,177.74251382797956
19,CLCT_Month_Mean,177.74251382797956
18,T_Month_Mean,177.74251382797956
17,Quarter_Number,177.74251382797956
16,Month_Number,177.74251382797956
15,V_10m_last_month,177.74251382797956
14,V_10m_last_week,177.74251382797956
7,CLCT_last_month,177.74251382797956
4,T_last_week,177.74251382797956
33,V_100m_Month_Variance,177.74251382797956
59,sin_minute,177.74251382797956
110,"value__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""intercept""|V_100m",177.74251382797956
36,T_Quarter_Mean,177.74251382797956
57,sin_hour,177.74251382797956
56,cos_hour,177.74251382797956
55,sin_day,177.74251382797956
54,cos_day,177.74251382797956
53,V_10m_Quarter_Variance,177.74251382797956
52,U_10m_Quarter_Variance,177.74251382797956
51,V_100m_Quarter_Variance,177.74251382797956
50,U_100m_Quarter_Variance,177.74251382797956
49,CLCT_Quarter_Variance,177.74251382797956
48,T_Quarter_Variance,177.74251382797956
47,V_10m_Quarterh_Median,177.74251382797956
46,U_10m_Quarterh_Median,177.74251382797956
45,V_100m_Quarterh_Median,177.74251382797956
44,U_100m_Quarterh_Median,177.74251382797956
43,CLCT_Quarterh_Median,177.74251382797956
42,T_Quarterh_Median,177.74251382797956
41,V_10m_Quarter_Mean,177.74251382797956
40,U_10m_Quarter_Mean,177.74251382797956
39,V_100m_Quarter_Mean,177.74251382797956
38,U_100m_Quarter_Mean,177.74251382797956
37,CLCT_Quarter_Mean,177.74251382797956
35,V_10m_Month_Variance,177.74251382797956
111,"value__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""intercept""|V_10m",177.74251382797956
136,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""slope""|CLCT",177.74251382797956
113,"value__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""rvalue""|T",177.74251382797956
168,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""intercept""|U_100m",177.74251382797956
167,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""intercept""|T",177.74251382797956
166,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""intercept""|CLCT",177.74251382797956
165,"value__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""slope""|V_10m",177.74251382797956
163,"value__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""slope""|U_10m",177.74251382797956
161,"value__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""slope""|T",177.74251382797956
169,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""intercept""|U_10m",177.74251382797956
160,"value__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""slope""|CLCT",177.74251382797956
158,"value__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""rvalue""|V_100m",177.74251382797956
157,"value__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""rvalue""|U_10m",177.74251382797956
156,"value__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""rvalue""|U_100m",177.74251382797956
155,"value__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""rvalue""|T",177.74251382797956
154,"value__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""rvalue""|CLCT",177.74251382797956
153,"value__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""intercept""|V_10m",177.74251382797956
159,"value__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""rvalue""|V_10m",177.74251382797956
152,"value__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""intercept""|V_100m",177.74251382797956
112,"value__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""rvalue""|CLCT",177.74251382797956
173,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""rvalue""|T",177.74251382797956
192,"value__agg_linear_trend__f_agg_""min""__chunk_len_10__attr_""intercept""|U_100m",177.74251382797956
191,"value__agg_linear_trend__f_agg_""min""__chunk_len_10__attr_""intercept""|T",177.74251382797956
190,"value__agg_linear_trend__f_agg_""min""__chunk_len_10__attr_""intercept""|CLCT",177.74251382797956
188,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""stderr""|V_100m",177.74251382797956
185,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""stderr""|T",177.74251382797956
184,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""stderr""|CLCT",177.74251382797956
171,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""intercept""|V_10m",177.74251382797956
183,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""slope""|V_10m",177.74251382797956
181,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""slope""|U_10m",177.74251382797956
180,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""slope""|U_100m",177.74251382797956
179,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""slope""|T",177.74251382797956
177,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""rvalue""|V_10m",177.74251382797956
176,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""rvalue""|V_100m",177.74251382797956
174,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""rvalue""|U_100m",177.74251382797956
182,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""slope""|V_100m",177.74251382797956
151,"value__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""intercept""|U_10m",177.74251382797956
170,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""intercept""|V_100m",177.74251382797956
149,"value__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""intercept""|T",177.74251382797956
127,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""intercept""|U_10m",177.74251382797956
126,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""intercept""|U_100m",177.74251382797956
125,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""intercept""|T",177.74251382797956
124,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""intercept""|CLCT",177.74251382797956
123,"value__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""slope""|V_10m",177.74251382797956
122,"value__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""slope""|V_100m",177.74251382797956
128,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""intercept""|V_100m",177.74251382797956
121,"value__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""slope""|U_10m",177.74251382797956
119,"value__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""slope""|T",177.74251382797956
118,"value__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""slope""|CLCT",177.74251382797956
117,"value__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""rvalue""|V_10m",177.74251382797956
116,"value__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""rvalue""|V_100m",177.74251382797956
115,"value__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""rvalue""|U_10m",177.74251382797956
114,"value__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""rvalue""|U_100m",177.74251382797956
120,"value__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""slope""|U_100m",177.74251382797956
129,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""intercept""|V_10m",177.74251382797956
164,"value__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""slope""|V_100m",177.74251382797956
131,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""rvalue""|T",177.74251382797956
148,"value__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""intercept""|CLCT",177.74251382797956
147,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""stderr""|V_10m",177.74251382797956
146,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""stderr""|V_100m",177.74251382797956
144,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""stderr""|U_100m",177.74251382797956
143,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""stderr""|T",177.74251382797956
142,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""stderr""|CLCT",177.74251382797956
141,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""slope""|V_10m",177.74251382797956
145,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""stderr""|U_10m",177.74251382797956
138,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""slope""|U_100m",177.74251382797956
139,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""slope""|U_10m",177.74251382797956
132,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""rvalue""|U_100m",177.74251382797956
133,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""rvalue""|U_10m",177.74251382797956
135,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""rvalue""|V_10m",177.74251382797956
130,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""rvalue""|CLCT",177.74251382797956
137,"value__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""slope""|T",177.74251382797956
207,"value__agg_linear_trend__f_agg_""min""__chunk_len_10__attr_""slope""|V_10m",179.43925233650953
368,value__autocorrelation__lag_2|V_100m,192.42723631532863
1771,value__mean_second_derivative_central|V_10m,213.97215334745124
573,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2|V_10m",219.3553309175186
2010,value__spkt_welch_density__coeff_2|U_10m,221.1619301927276
88,"value__agg_autocorrelation__f_agg_""mean""__maxlag_40|CLCT",278.8510394812329
657,"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0|V_10m",279.9618539005751
1,Wind Direction 100m,298.87011253111996
9,U_100m_last_month,298.9311462903861
12,U_10m_last_week,337.39462140004616
1875,value__partial_autocorrelation__lag_8|V_10m,349.0398626741953
475,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0|U_10m",362.8823192829732
745,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0|U_10m",368.52183864219114
187,"value__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""stderr""|U_10m",373.9538432196714
375,value__autocorrelation__lag_3|V_10m,381.509822620661
1078,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_2|U_10m",395.4133129888214
1034,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_20|T",395.84054930403363
1399,"value__fft_coefficient__coeff_4__attr_""real""|V_100m",407.31489605200477
8,U_100m_last_week,474.0370017167879
539,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2|T",481.16574480279814
2009,value__spkt_welch_density__coeff_2|U_100m,482.6549685295904
150,"value__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""intercept""|U_100m",482.6915887850337
1327,"value__fft_coefficient__coeff_1__attr_""real""|V_100m",491.77341216860805
485,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4|T",494.2025557886809
1543,value__friedrich_coefficients__m_3__r_30__coeff_1|V_100m,511.2798016403103
970,"value__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_5|U_10m",543.3713522794424
782,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4|V_100m",575.157734121778
1372,"value__fft_coefficient__coeff_3__attr_""real""|T",735.6032805646537
